729000034001062608001Y  5311 #0001    N 22   8    BBDBABDDCCDBDEDEDABADBCCBCBEDBDDCBDCAEBEEDEACECAAABCEAABEBED
729000035001062608001Y  5311 #0001    N                                                                       
729000036001062608001Y  5311 #0001    N                                                                       
729000037001062608001Y  5311 #0001    N                                                                       
729000038001062608001Y  5311 #0001    N                                                                       
729000039001062608001Y  5311 #0001    N                                                                       
729000040001062608001Y  5311 #0001    N                                                                       
729000041001062608001Y  5311 #0001    N                                                                       
729000042001062608001Y  5311 #0001    N                                                                       
729000043001062608001Y  5311 #0001    N                                                                       
729000044001062608001Y  5311 #0001    N                                                                       
729000045001062608001Y  5311 #0001    N                                                                       
729000046001062608001Y  5311 #0001    N                                                                       
729000047001062608001Y  5311 #0001    N                                                                       
729000048001062608001Y  5311 #0001    N                                                                       
729000049001062608001Y  5311 #0001    N                                                                       
729000050001062608001Y  5311 #0001    N                                                                       

